x,y,z
0.6394267984578837,1.6827466972392113,0.6394267984578837
0.27502931836911926,1.661641657637833,0.27502931836911926
0.7364712141640124,2.9085491078363113,0.7364712141640124
0.8921795677048454,2.0427620429697213,0.8921795677048454
0.4219218196852704,1.4735321176762872,0.4219218196852704
0.21863797480360336,2.093939009672235,0.21863797480360336
0.026535969683863625,1.3709328831307714,0.026535969683863625
0.6498844377795232,2.593750769336104,0.6498844377795232
0.2204406220406967,2.241078725670591,0.2204406220406967
0.8094304566778266,1.8206866386264082,0.8094304566778266
0.8058192518328079,3.0150321547178134,0.8058192518328079
0.3402505165179919,1.6095489097273932,0.3402505165179919
0.9572130722067812,2.540211925892385,0.9572130722067812
0.09274584338014791,1.260263521979685,0.09274584338014791
0.8474943663474598,2.8931785265268366,0.8474943663474598
0.8071282732743802,3.0710608037260867,0.8071282732743802
0.5362280914547007,3.221714036313174,0.5362280914547007
0.3785343772083535,2.334696798415979,0.3785343772083535
0.8294046642529949,2.9007123008327893,0.8294046642529949
0.8617069003107772,2.8617101497543755,0.8617069003107772
0.7045718362149235,1.7839419969320593,0.7045718362149235
0.22789827565154686,1.7291329317092894,0.22789827565154686
0.0797919769236275,1.4829976196399246,0.0797919769236275
0.10100142940972912,1.5824658331593948,0.10100142940972912
0.6356844442644002,2.267592314476648,0.6356844442644002
0.37018096711688264,1.7330577889559953,0.37018096711688264
0.26697782204911336,2.889311157109632,0.26697782204911336
0.6480353852465935,2.7030812355273426,0.6480353852465935
0.171138648198097,2.4340233074081086,0.171138648198097
0.1634024937619284,1.8206385980946673,0.1634024937619284
0.9895233506365952,3.098035451535764,0.9895233506365952
0.5569497437746462,2.7427364100748206,0.5569497437746462
0.8428519201898096,3.1869231936568605,0.8428519201898096
0.22904807196410437,1.284647325341251,0.22904807196410437
0.3154530480590819,1.7791938485119962,0.3154530480590819
0.21098284358632646,2.844150375764897,0.21098284358632646
0.8763676264726689,2.4214057040337353,0.8763676264726689
0.65543866529488,2.3406932190270138,0.65543866529488
0.9145475897405435,2.709302311569023,0.9145475897405435
0.26488016649805246,1.692051540368116,0.26488016649805246
0.5613681341631508,2.0164499493872463,0.5613681341631508
0.5845859902235405,3.139660840821029,0.5845859902235405
0.39940050514039727,1.7792752031553891,0.39940050514039727
0.9975376064951103,2.8800630349350076,0.9975376064951103
0.09090941217379389,1.1725173682779237,0.09090941217379389
0.10964913035065915,2.196417553588392,0.10964913035065915
0.7920793643629641,2.523281875781607,0.7920793643629641
0.06352770615195713,1.7245116995294627,0.06352770615195713
0.9961213802400968,2.9125743089653344,0.9961213802400968
0.9710783776136181,3.461992556007778,0.9710783776136181
0.011481021942819636,2.259807831198155,0.011481021942819636
0.6817103690265748,2.6117702634516555,0.6817103690265748
0.2668251899525428,2.3770035908034997,0.2668251899525428
0.11155217359587644,1.864587677120185,0.11155217359587644
0.45372370632920644,3.1057813538641508,0.45372370632920644
0.8758529403781941,2.332056158436421,0.8758529403781941
0.5005861130502983,1.8100202469962108,0.5005861130502983
0.9126278393448205,3.4204102312342965,0.9126278393448205
0.2984447914486329,2.4051377800270233,0.2984447914486329
0.6089702114381723,1.8736955899578038,0.6089702114381723
0.7625108000751513,2.696742684779567,0.7625108000751513
0.7786264786305582,2.6972259848533353,0.7786264786305582
0.0005718961279435053,1.5620266564412306,0.0005718961279435053
0.019476742385832302,2.628722750998089,0.019476742385832302
0.8787218778231842,3.319208829580413,0.8787218778231842
0.30751412540266143,1.4078434568074807,0.30751412540266143
0.8780095992040405,3.5181741506593314,0.8780095992040405
0.08565345206787878,1.9274136265261925,0.08565345206787878
0.06921251846838361,2.386614113040808,0.06921251846838361
0.7658344293069878,1.9882149690787525,0.7658344293069878
0.4752823780987313,2.4275701362159197,0.4752823780987313
0.2650566289400591,2.7761549823015503,0.2650566289400591
0.4231379402008869,1.7899831929784842,0.4231379402008869
0.5392960887794583,2.8035737864663655,0.5392960887794583
0.2011510633896959,1.7410595174697865,0.2011510633896959
0.9951493566608947,3.120771171216603,0.9951493566608947
0.43810008391450406,2.3345677373583396,0.43810008391450406
0.12100419586826572,1.5101913999323509,0.12100419586826572
0.33808556214745533,2.357066153051117,0.33808556214745533
0.230114732596577,1.6115424311766067,0.230114732596577
0.07099308600903254,2.164095472807814,0.07099308600903254
0.22894178381115438,2.7971752485274415,0.22894178381115438
0.8596354002537465,1.9823639303505791,0.8596354002537465
0.23800463436899522,2.3967081355127013,0.23800463436899522
0.2142368073704386,1.4434076518055492,0.2142368073704386
0.935514240580671,2.9245898915313595,0.935514240580671
0.47267102631179414,2.831671733788821,0.47267102631179414
0.8074969977666434,2.1372966437062546,0.8074969977666434
0.09693081422882333,1.8435333628193091,0.09693081422882333
0.4235786230199208,2.2324890764474303,0.4235786230199208
0.7290758494598506,2.8953774573874647,0.7290758494598506
0.9841652113659661,2.154629964573926,0.9841652113659661
0.4026212821022688,1.9903106337868388,0.4026212821022688
0.8616725363527911,2.2923579403265384,0.8616725363527911
0.1902089084408115,1.9672303662515267,0.1902089084408115
0.4218816398344042,1.904335982599168,0.4218816398344042
0.2498064478821005,2.848949374708682,0.2498064478821005
0.44313074505345695,2.9350311575549153,0.44313074505345695
0.5503253124498481,1.6379468694569792,0.5503253124498481
0.9992824684127266,3.4473247223003156,0.9992824684127266
